"No.","Time","Source","Destination","Protocol","Length","Info"
"232","9.846437","Cisco_a3:bf:f1","Broadcast","ARP","60","Who has 134.114.109.19? Tell 134.114.109.1"
"233","9.938925","134.114.109.97","224.0.0.251","MDNS","101","Standard query response 0x0000 A, cache flush 134.114.109.97"
"234","9.955805","fe80::c98d:b8f6:59ee:b17a","ff02::1:3","LLMNR","87","Standard query 0x6538 AAAA Windows"
"235","9.955807","fe80::c98d:b8f6:59ee:b17a","ff02::1:3","LLMNR","87","Standard query 0x2fdb A Windows"
"236","9.955915","134.114.109.126","224.0.0.252","LLMNR","67","Standard query 0x2fdb A Windows"
"237","9.955916","134.114.109.126","224.0.0.252","LLMNR","67","Standard query 0x6538 AAAA Windows"
"238","10.009321","162.125.32.135","134.114.109.190","TLSv1.2","97","Encrypted Alert"
"239","10.009324","162.125.32.135","134.114.109.190","TCP","66","443  >  51557 [FIN, ACK] Seq=32 Ack=1 Win=71 Len=0 TSval=4108291741 TSecr=632527119"
"240","10.009423","134.114.109.190","162.125.32.135","TCP","66","51557  >  443 [ACK] Seq=1 Ack=32 Win=4095 Len=0 TSval=632586968 TSecr=4108291741"
"241","10.009423","134.114.109.190","162.125.32.135","TCP","66","51557  >  443 [ACK] Seq=1 Ack=33 Win=4095 Len=0 TSval=632586968 TSecr=4108291741"
"242","10.038948","fe80::21af:ab7e:273:917b","ff02::fb","MDNS","133","Standard query response 0x0000 AAAA, cache flush fe80::21af:ab7e:273:917b"
"243","10.067124","10.30.16.131","224.0.1.129","PTPv2","100","Delay_Resp Message"
"244","10.153745","134.114.109.143","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"245","10.183134","134.114.109.190","172.217.11.164","QUIC","1392","Client Hello, PKN: 1, CID: 4788033671452483097"
"246","10.183384","134.114.109.190","172.217.11.164","QUIC","1264","Payload (Encrypted), PKN: 2, CID: 4788033671452483097"
"247","10.183864","134.114.109.190","172.217.11.164","QUIC","85","Payload (Encrypted), PKN: 3, CID: 4788033671452483097"
"248","10.191279","134.114.109.190","172.217.11.164","QUIC","1392","Client Hello, PKN: 1, CID: 17984907140027798851"
"249","10.191572","134.114.109.190","172.217.11.164","QUIC","408","Payload (Encrypted), PKN: 2, CID: 17984907140027798851"
"250","10.204476","LgElectr_ee:00:a0","Broadcast","ARP","60","Who has 10.5.109.57? Tell 10.5.109.54"
"251","10.222935","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 1"
"252","10.222937","172.217.11.164","134.114.109.190","QUIC","73","Payload (Encrypted), PKN: 2"
"253","10.223401","134.114.109.190","172.217.11.164","QUIC","83","Payload (Encrypted), PKN: 4, CID: 4788033671452483097"
"254","10.223432","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 5, CID: 4788033671452483097"
"255","10.231297","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 1"
"256","10.231313","172.217.11.164","134.114.109.190","QUIC","73","Payload (Encrypted), PKN: 2"
"257","10.231609","134.114.109.190","172.217.11.164","QUIC","83","Payload (Encrypted), PKN: 3, CID: 17984907140027798851"
"258","10.231620","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 4, CID: 17984907140027798851"
"259","10.233161","Cisco_a3:bf:f1","Broadcast","ARP","60","Who has 134.114.109.230? Tell 134.114.109.1"
"260","10.238742","172.217.11.164","134.114.109.190","QUIC","65","Payload (Encrypted), PKN: 3"
"261","10.238844","134.114.109.190","172.217.11.164","QUIC","81","Payload (Encrypted), PKN: 6, CID: 4788033671452483097"
"262","10.238851","172.217.11.164","134.114.109.190","QUIC","73","Payload (Encrypted), PKN: 4"
"263","10.238851","172.217.11.164","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 5"
"264","10.246756","172.217.11.164","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 3"
"265","10.263938","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 7, CID: 4788033671452483097"
"266","10.272418","Cisco_a3:bf:f1","Broadcast","ARP","60","Who has 134.114.109.20? Tell 134.114.109.1"
"267","10.278945","172.217.11.164","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 6"
"268","10.284447","Cisco_a3:bf:f1","Broadcast","ARP","60","Who has 134.114.109.150? Tell 134.114.109.1"
"269","10.287881","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 4"
"270","10.287883","172.217.11.164","134.114.109.190","QUIC","774","Payload (Encrypted), PKN: 5"
"271","10.287885","172.217.11.164","134.114.109.190","QUIC","60","Payload (Encrypted), PKN: 6"
"272","10.288101","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 5, CID: 17984907140027798851"
"273","10.299500","134.114.109.126","134.114.109.255","NBNS","92","Name query NB WINDOWS<20>"
"274","10.313421","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 6, CID: 17984907140027798851"
"275","10.322057","134.114.109.190","172.217.11.164","QUIC","242","Payload (Encrypted), PKN: 8, CID: 4788033671452483097"
"276","10.362142","172.217.11.164","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 7"
"277","10.374889","Cisco_a3:bf:f1","Broadcast","ARP","60","Who has 134.114.109.249? Tell 134.114.109.1"
"278","10.384164","134.114.109.97","224.0.0.251","MDNS","94","Standard query response 0x0000 A, cache flush 172.20.211.129"
"279","10.387200","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 8"
"280","10.387202","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 9"
"281","10.387203","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 10"
"282","10.387255","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 11"
"283","10.387257","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 12"
"284","10.387258","172.217.11.164","134.114.109.190","QUIC","372","Payload (Encrypted), PKN: 13"
"285","10.387259","172.217.11.164","134.114.109.190","QUIC","155","Payload (Encrypted), PKN: 14"
"286","10.387419","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 9, CID: 4788033671452483097"
"287","10.387446","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 10, CID: 4788033671452483097"
"288","10.387472","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 11, CID: 4788033671452483097"
"289","10.392397","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 15"
"290","10.392398","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 16"
"291","10.392399","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 17"
"292","10.392429","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 18"
"293","10.392430","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 19"
"294","10.392431","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 20"
"295","10.392584","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 12, CID: 4788033671452483097"
"296","10.392600","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 13, CID: 4788033671452483097"
"297","10.392618","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 14, CID: 4788033671452483097"
"298","10.393502","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 21"
"299","10.393503","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 22"
"300","10.393504","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 23"
"301","10.393505","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 24"
"302","10.393506","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 25"
"303","10.394137","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 15, CID: 4788033671452483097"
"304","10.394157","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 16, CID: 4788033671452483097"
"305","10.394183","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 17, CID: 4788033671452483097"
"306","10.395132","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 26"
"307","10.395134","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 27"
"308","10.395251","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 18, CID: 4788033671452483097"
"309","10.395253","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 28"
"310","10.395254","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 29"
"311","10.395348","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 19, CID: 4788033671452483097"
"312","10.396561","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 30"
"313","10.396562","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 31"
"314","10.396563","172.217.11.164","134.114.109.190","QUIC","73","Payload (Encrypted), PKN: 32"
"315","10.396717","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 20, CID: 4788033671452483097"
"316","10.416933","134.114.109.97","224.0.0.251","MDNS","101","Standard query response 0x0000 A, cache flush 134.114.109.97"
"317","10.419292","fe80::fe54:6bbd:fdd:cfe4","ff02::fb","MDNS","104","Standard query 0x0000 A HP600-69-249.local, ""QM"" question AAAA HP600-69-249.local, ""QM"" question"
"318","10.449118","10.5.109.100","10.5.109.255","BACnet-APDU","68","Unconfirmed-REQ who-Is 428001 428001 "
"319","10.460308","10.5.109.100","10.5.109.255","BACnet-NPDU","60","Who-Is-Router-To-Network"
"320","10.462930","LgElectr_ee:00:5a","Broadcast","ARP","60","Who has 10.5.109.57? Tell 10.5.109.55"
"321","10.488038","fe80::617c:d27d:35a5:c763","ff02::fb","MDNS","131","Standard query response 0x0000 AAAA, cache flush fe80::617c:d27d:35a5:c763"
"322","10.490854","fe80::21af:ab7e:273:917b","ff02::fb","MDNS","133","Standard query response 0x0000 AAAA, cache flush fe80::21af:ab7e:273:917b"
"323","10.491349","fe80::617c:d27d:35a5:c763","ff02::fb","MDNS","131","Standard query response 0x0000 AAAA, cache flush fe80::617c:d27d:35a5:c763"
"324","10.495095","fe80::617c:d27d:35a5:c763","ff02::fb","MDNS","131","Standard query response 0x0000 AAAA, cache flush fe80::617c:d27d:35a5:c763"
"325","10.498784","fe80::21af:ab7e:273:917b","ff02::fb","MDNS","133","Standard query response 0x0000 AAAA, cache flush fe80::21af:ab7e:273:917b"
"326","10.502828","fe80::21af:ab7e:273:917b","ff02::fb","MDNS","133","Standard query response 0x0000 AAAA, cache flush fe80::21af:ab7e:273:917b"
"327","10.507449","134.114.109.190","74.125.195.189","QUIC","65","Payload (Encrypted), PKN: 110, CID: 18012880676466275581"
"328","10.507651","134.114.109.30","255.255.255.255","DB-LSP-DISC","399","Dropbox LAN sync Discovery Protocol"
"329","10.507724","134.114.109.30","134.114.109.255","DB-LSP-DISC","399","Dropbox LAN sync Discovery Protocol"
"330","10.507963","134.114.109.30","255.255.255.255","DB-LSP-DISC","410","Dropbox LAN sync Discovery Protocol"
"331","10.508054","134.114.109.30","134.114.109.255","DB-LSP-DISC","410","Dropbox LAN sync Discovery Protocol"
"332","10.515179","fe80::21af:ab7e:273:917b","ff02::fb","MDNS","133","Standard query response 0x0000 AAAA, cache flush fe80::21af:ab7e:273:917b"
"333","10.516138","fe80::21af:ab7e:273:917b","ff02::fb","MDNS","133","Standard query response 0x0000 AAAA, cache flush fe80::21af:ab7e:273:917b"
"334","10.528887","fe80::21af:ab7e:273:917b","ff02::fb","MDNS","133","Standard query response 0x0000 AAAA, cache flush fe80::21af:ab7e:273:917b"
"335","10.532834","fe80::21af:ab7e:273:917b","ff02::fb","MDNS","133","Standard query response 0x0000 AAAA, cache flush fe80::21af:ab7e:273:917b"
"336","10.534113","fe80::617c:d27d:35a5:c763","ff02::fb","MDNS","131","Standard query response 0x0000 AAAA, cache flush fe80::617c:d27d:35a5:c763"
"337","10.534239","134.114.109.38","239.255.255.250","SSDP","216","M-SEARCH * HTTP/1.1 "
"338","10.560429","74.125.195.189","134.114.109.190","QUIC","64","Payload (Encrypted), PKN: 11011"
"339","10.657651","10.30.16.131","224.0.1.129","PTPv2","90","Sync Message"
"340","10.657765","10.30.16.131","224.0.1.129","PTPv2","90","Follow_Up Message"
"341","10.708297","134.114.109.190","172.217.11.164","QUIC","490","Payload (Encrypted), PKN: 21, CID: 4788033671452483097"
"342","10.748358","172.217.11.164","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 33"
"343","10.750099","134.114.109.190","172.217.11.164","QUIC","181","Payload (Encrypted), PKN: 22, CID: 4788033671452483097"
"344","10.755297","172.217.11.164","134.114.109.190","QUIC","93","Payload (Encrypted), PKN: 34"
"345","10.755329","172.217.11.164","134.114.109.190","QUIC","60","Payload (Encrypted), PKN: 35"
"346","10.755657","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 23, CID: 4788033671452483097"
"347","10.764979","Cisco_7c:7f:07","PVST+","STP","64","RST. Root = 24576/109/cc:98:91:a3:bf:80  Cost = 4  Port = 0x8007"
"348","10.770654","134.114.109.190","172.217.11.174","QUIC","65","Payload (Encrypted), PKN: 61, CID: 5933642945683663644"
"349","10.790021","172.217.11.164","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 36"
"350","10.802807","AsustekC_27:aa:1a","Broadcast","ARP","60","Who has 134.114.109.1? Tell 134.114.109.114"
"351","10.810595","172.217.11.174","134.114.109.190","QUIC","62","Payload (Encrypted), PKN: 79"
"352","10.826230","fe80::781b:47a7:4a0:e223","ff02::1:3","LLMNR","92","Standard query 0xaabc A DRAGONFLOWER"
"353","10.826250","134.114.109.241","224.0.0.252","LLMNR","72","Standard query 0xaabc A DRAGONFLOWER"
"354","10.828581","fe80::781b:47a7:4a0:e223","ff02::1:3","LLMNR","92","Standard query 0xb28f A DRAGONFLOWER"
"355","10.828716","134.114.109.241","224.0.0.252","LLMNR","72","Standard query 0xb28f A DRAGONFLOWER"
"356","10.861974","134.114.109.190","172.217.11.164","QUIC","355","Payload (Encrypted), PKN: 24, CID: 4788033671452483097"
"357","10.865662","134.114.109.190","172.217.11.164","QUIC","337","Payload (Encrypted), PKN: 25, CID: 4788033671452483097"
"358","10.866812","Cisco_a3:bf:f1","Broadcast","ARP","60","Who has 134.114.109.140? Tell 134.114.109.1"
"359","10.870901","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 37"
"360","10.870902","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 38"
"361","10.870904","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 39"
"362","10.870905","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 40"
"363","10.870906","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 41"
"364","10.870907","172.217.11.164","134.114.109.190","QUIC","388","Payload (Encrypted), PKN: 42"
"365","10.870908","172.217.11.164","134.114.109.190","QUIC","144","Payload (Encrypted), PKN: 43"
"366","10.871741","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 26, CID: 4788033671452483097"
"367","10.871743","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 44"
"368","10.871744","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 45"
"369","10.871746","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 46"
"370","10.871747","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 47"
"371","10.871748","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 48"
"372","10.871749","172.217.11.164","134.114.109.190","QUIC","1226","Payload (Encrypted), PKN: 49"
"373","10.871783","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 27, CID: 4788033671452483097"
"374","10.871803","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 28, CID: 4788033671452483097"
"375","10.872463","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 29, CID: 4788033671452483097"
"376","10.872486","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 30, CID: 4788033671452483097"
"377","10.872502","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 31, CID: 4788033671452483097"
"378","10.874811","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 50"
"379","10.874812","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 51"
"380","10.874814","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 52"
"381","10.875138","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 32, CID: 4788033671452483097"
"382","10.875184","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 33, CID: 4788033671452483097"
"383","10.876665","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 53"
"384","10.876666","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 54"
"385","10.876668","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 55"
"386","10.876669","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 56"
"387","10.876754","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 34, CID: 4788033671452483097"
"388","10.876793","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 35, CID: 4788033671452483097"
"389","10.877245","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 57"
"390","10.877247","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 58"
"391","10.877541","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 36, CID: 4788033671452483097"
"392","10.878798","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 59"
"393","10.878799","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 60"
"394","10.878800","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 61"
"395","10.879011","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 37, CID: 4788033671452483097"
"396","10.880636","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 62"
"397","10.880638","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 63"
"398","10.880639","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 64"
"399","10.880640","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 65"
"400","10.880766","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 38, CID: 4788033671452483097"
"401","10.880767","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 39, CID: 4788033671452483097"
"402","10.881186","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 66"
"403","10.881187","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 67"
"404","10.881631","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 40, CID: 4788033671452483097"
"405","10.882944","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 68"
"406","10.882946","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 69"
"407","10.882947","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 70"
"408","10.882948","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 71"
"409","10.883107","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 41, CID: 4788033671452483097"
"410","10.883128","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 42, CID: 4788033671452483097"
"411","10.884268","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 72"
"412","10.884269","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 73"
"413","10.884270","172.217.11.164","134.114.109.190","QUIC","1392","Payload (Encrypted), PKN: 74"
"414","10.884400","134.114.109.190","172.217.11.164","QUIC","70","Payload (Encrypted), PKN: 43, CID: 4788033671452483097"
